stu_no,q1_accuracy,q1_score_pct,q1_avg_time_sec,q1_easy_accuracy,q1_medium_accuracy,q1_hard_accuracy,q1_slow_wrong_ratio,q1_fast_wrong_ratio,q1_num_topics_below_50pct,q1_weakest_topic_score,q1_topic_Algorithm_Design,q1_topic_Arrays,q1_topic_Code_Tracing,q1_topic_Conditional_Statements,q1_topic_Data_Types,q1_topic_Debugging,q1_topic_Expressions,q1_topic_Flowcharts_and_Algorithms,q1_topic_Functions,q1_topic_Input_and_Output,q1_topic_Loops,q1_topic_Nested_Loops,q1_topic_Operators,q1_topic_Strings,q1_topic_Variables_and_Identifiers,q2_accuracy,q2_score_pct,q2_avg_time_sec,q2_easy_accuracy,q2_medium_accuracy,q2_hard_accuracy,q2_slow_wrong_ratio,q2_fast_wrong_ratio,q2_num_topics_below_50pct,q2_weakest_topic_score,q2_topic_Arrays_2D,q2_topic_Classes_and_Objects,q2_topic_Complexity_Analysis,q2_topic_Debugging_Advanced,q2_topic_Exception_Handling,q2_topic_File_Handling,q2_topic_Functions,q2_topic_Inheritance,q2_topic_Loops,q2_topic_OOP_Basics,q2_topic_Pointers_and_References,q2_topic_Recursion,q2_topic_Searching_Algorithms,q2_topic_Sorting_Algorithms,q2_topic_Strings_Advanced,q3_accuracy,q3_score_pct,q3_avg_time_sec,q3_easy_accuracy,q3_medium_accuracy,q3_hard_accuracy,q3_slow_wrong_ratio,q3_fast_wrong_ratio,q3_num_topics_below_50pct,q3_weakest_topic_score,q3_topic_Abstract_Classes,q3_topic_Algorithm_Patterns,q3_topic_Code_Optimisation,q3_topic_Debugging_Complex,q3_topic_Design_Patterns,q3_topic_Dynamic_Programming,q3_topic_Graphs_Basics,q3_topic_Interfaces,q3_topic_Linked_Lists,q3_topic_OOP_Advanced,q3_topic_Polymorphism,q3_topic_Problem_Decomposition,q3_topic_Stack_and_Queue,q3_topic_Testing_Basics,q3_topic_Trees_Basics,trend_q1_q2,trend_q2_q3,trend_q1_q3,final_mark,final_grade,passed,risk_label
STU0035,0.1667,16.67,60.87,0.3,0.0833,0.125,0.4667,0.0,13,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,1.0,0.0,0.3333,0.0,0.0,0.5,0.0,0.3333,0.0,0.4,40.0,80.67,0.6,0.3636,0.3571,0.4,0.0,5,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.3333,1.0,0.3,30.0,79.97,0.6,0.2727,0.2143,0.3667,0.0,8,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333,23.33,-10.0,13.329999999999998,37,D,0,High
STU0036,0.7667,76.67,40.07,0.9,0.8333,0.5,0.1667,0.0,1,0.0,0.0,0.6667,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,0.5,0.5,0.6667,1.0,0.6667,66.67,69.07,0.6,0.9091,0.5,0.2,0.0,2,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,50.0,72.17,0.4,0.2727,0.7143,0.1667,0.0,6,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.6667,1.0,1.0,1.0,0.5,0.0,0.0,-10.0,-16.67,-26.67,67,B,1,Low
STU0037,0.8,80.0,40.8,1.0,0.75,0.625,0.1667,0.0,1,0.3333,1.0,0.6667,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,1.0,0.3333,1.0,0.5,1.0,1.0,0.7333,73.33,69.37,0.6,0.6364,0.8571,0.1333,0.0,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,1.0,0.6667,0.6667,1.0,0.6667,66.67,65.07,0.8,0.5455,0.7143,0.1667,0.0,3,0.0,1.0,0.0,0.5,1.0,0.5,0.6667,1.0,1.0,0.3333,1.0,0.5,0.0,1.0,1.0,1.0,-6.670000000000002,-6.659999999999997,-13.329999999999998,73,B+,1,Low
STU0038,0.8,80.0,40.2,0.9,0.75,0.75,0.1667,0.0,0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.6667,1.0,1.0,0.5,1.0,0.6667,1.0,0.7,70.0,70.27,0.4,0.8182,0.7143,0.1667,0.0,2,0.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.6667,0.3333,0.5,0.7667,76.67,70.53,0.8,0.8182,0.7143,0.1,0.0,2,0.0,1.0,0.5,0.5,1.0,1.0,0.3333,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,-10.0,6.670000000000002,-3.3299999999999983,61,B-,1,Medium
STU0039,0.6667,66.67,42.23,0.8,0.5833,0.625,0.2667,0.0,5,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.3333,0.0,1.0,1.0,0.5,1.0,0.5,0.6667,66.67,68.47,0.4,0.6364,0.7857,0.1,0.0,3,0.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.3333,1.0,1.0,0.5,50.0,70.57,0.4,0.6364,0.4286,0.2,0.0,4,0.0,1.0,0.5,1.0,0.5,0.5,0.3333,1.0,1.0,0.6667,0.0,0.5,0.5,0.0,1.0,0.0,0.0,-16.67,-16.67,70,B+,1,Low
STU0040,0.3667,36.67,46.0,0.5,0.0833,0.625,0.2333,0.0,7,0.0,1.0,0.3333,0.5,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.3333,0.0,0.5333,53.33,82.97,0.6,0.4545,0.5714,0.2667,0.0,4,0.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.3333,0.5,0.3333,33.33,81.9,0.6,0.4545,0.1429,0.3667,0.0,9,0.0,0.0,0.0,0.5,0.0,0.0,0.6667,0.0,0.0,0.6667,1.0,0.5,0.0,0.5,0.0,0.3333,16.659999999999997,-20.0,-3.3400000000000034,47,C-,0,High
STU0041,0.5,50.0,54.33,0.7,0.4167,0.375,0.3333,0.0,6,0.0,1.0,0.6667,0.0,0.0,1.0,1.0,1.0,1.0,0.3333,1.0,0.3333,0.0,0.5,0.3333,0.5,0.5,50.0,76.5,0.8,0.4545,0.4286,0.2667,0.0,4,0.0,0.5,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.3333,0.5,0.5333,53.33,76.37,0.6,0.6364,0.4286,0.2667,0.0,4,0.0,1.0,0.5,0.5,0.0,0.0,0.3333,0.5,1.0,0.6667,0.0,0.5,0.5,1.0,1.0,1.0,0.0,3.3299999999999983,3.3299999999999983,61,B-,1,Medium
STU0042,0.8667,86.67,43.43,1.0,0.8333,0.75,0.1333,0.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333,0.0,1.0,1.0,1.0,0.7333,73.33,69.87,0.8,0.7273,0.7143,0.2,0.0,2,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.3333,1.0,0.5,0.8333,83.33,65.67,1.0,0.7273,0.8571,0.0667,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,-13.340000000000003,10.0,-3.3400000000000034,86,A+,1,Low
STU0043,0.8333,83.33,38.03,1.0,0.8333,0.625,0.1333,0.0,0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,0.5,1.0,0.6667,1.0,0.6667,66.67,76.33,0.6,0.5455,0.7857,0.1333,0.0,4,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333,0.3333,1.0,0.8667,86.67,66.03,0.8,0.9091,0.8571,0.0333,0.0,1,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,-16.659999999999997,20.0,3.3400000000000034,91,A+,1,Low
STU0044,0.4667,46.67,58.7,0.4,0.5833,0.375,0.3333,0.0,7,0.0,0.0,0.3333,1.0,1.0,0.0,0.5,1.0,0.0,0.3333,1.0,0.3333,0.5,0.5,0.6667,0.0,0.4,40.0,80.9,0.2,0.5455,0.3571,0.3333,0.0,7,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.3333,0.3333,0.5,0.5,50.0,69.17,0.8,0.6364,0.2857,0.3333,0.0,5,0.0,1.0,0.5,0.0,1.0,0.5,0.6667,1.0,1.0,0.6667,0.5,0.0,0.0,0.5,0.0,0.3333,-6.670000000000002,10.0,3.3299999999999983,49,C-,0,High
STU0045,0.8,80.0,40.4,0.9,0.8333,0.625,0.1333,0.0,0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.6667,1.0,0.6667,0.5,1.0,1.0,1.0,0.6333,63.33,73.93,0.6,0.5455,0.7143,0.1333,0.0,3,0.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.6667,1.0,0.6667,66.67,72.27,0.8,0.8182,0.5,0.2,0.0,1,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.6667,0.5,0.5,0.5,0.5,1.0,1.0,-16.67,3.3400000000000034,-13.329999999999998,77,A-,1,Low
STU0046,0.8667,86.67,37.1,1.0,0.8333,0.75,0.1,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6667,1.0,0.8,80.0,74.5,0.8,0.6364,0.9286,0.1,0.0,1,0.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,0.7667,76.67,71.2,1.0,0.6364,0.7857,0.1667,0.0,3,0.0,1.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-6.670000000000002,-3.3299999999999983,-10.0,75,A-,1,Low
STU0047,0.8333,83.33,38.37,0.8,0.9167,0.75,0.1,0.0,1,0.3333,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.3333,1.0,1.0,1.0,0.5,0.8,80.0,71.97,0.8,0.8182,0.7857,0.1333,0.0,2,0.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6667,1.0,1.0,0.7333,73.33,74.33,0.6,0.7273,0.7857,0.1333,0.0,3,0.0,1.0,1.0,1.0,1.0,0.5,0.3333,1.0,0.0,0.3333,0.5,0.5,1.0,1.0,1.0,1.0,-3.3299999999999983,-6.670000000000002,-10.0,73,B+,1,Low
STU0048,0.5667,56.67,45.63,0.6,0.5833,0.5,0.2333,0.0,5,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.3333,0.5,0.6667,66.67,65.33,0.8,0.5455,0.7143,0.2333,0.0,4,0.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.3333,1.0,1.0,0.6,60.0,69.43,0.4,0.6364,0.6429,0.1667,0.0,5,0.0,0.0,1.0,0.5,0.0,1.0,0.3333,0.5,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.6667,10.0,-6.670000000000002,3.3299999999999983,67,B,1,Low
STU0049,0.3,30.0,66.57,0.8,0.0833,0.0,0.4667,0.0,10,0.0,0.0,0.3333,0.0,0.5,0.5,0.0,0.0,0.0,0.3333,0.0,0.3333,0.5,0.5,0.3333,0.5,0.4333,43.33,78.8,0.2,0.4545,0.5,0.2333,0.0,6,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.3333,0.3333,1.0,0.4667,46.67,70.67,0.0,0.6364,0.5,0.2667,0.0,7,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.3333,0.0,0.5,0.0,0.0,1.0,0.0,13.329999999999998,3.3400000000000034,16.67,49,C-,0,High
STU0050,0.5667,56.67,43.63,0.8,0.5833,0.25,0.3333,0.0,4,0.0,0.0,0.6667,0.0,1.0,0.5,0.0,1.0,1.0,0.6667,1.0,0.0,0.5,1.0,1.0,0.5,0.4333,43.33,83.1,0.4,0.4545,0.4286,0.3,0.0,5,0.0,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.6667,0.0,0.5,0.4333,43.33,82.33,0.4,0.3636,0.5,0.2333,0.0,8,0.0,0.0,1.0,0.0,0.5,0.0,0.3333,0.0,0.0,0.6667,1.0,0.5,0.5,0.0,0.0,1.0,-13.340000000000003,0.0,-13.340000000000003,46,C-,0,High
STU0051,0.2667,26.67,58.1,0.4,0.25,0.125,0.4333,0.0,11,0.0,1.0,0.3333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333,0.0,0.4,40.0,77.77,0.8,0.1818,0.4286,0.2667,0.0,7,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.3333,1.0,0.3667,36.67,76.0,0.4,0.1818,0.5,0.2,0.0,6,0.0,1.0,0.0,0.5,0.5,0.5,0.6667,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.6667,13.329999999999998,-3.3299999999999983,10.0,51,C,1,Medium
STU0052,0.8,80.0,41.77,0.8,0.8333,0.75,0.1333,0.0,0,0.5,1.0,0.6667,1.0,1.0,0.5,0.5,1.0,1.0,0.6667,1.0,0.6667,1.0,0.5,1.0,1.0,0.5667,56.67,81.33,0.6,0.6364,0.5,0.1667,0.0,4,0.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.6667,0.3333,0.0,0.9,90.0,71.97,1.0,0.9091,0.8571,0.1,0.0,0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,-23.33,33.33,10.0,77,A-,1,Low
STU0053,0.7,70.0,45.0,0.9,0.75,0.375,0.2667,0.0,3,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.6667,1.0,0.3333,1.0,0.5,0.6667,1.0,0.6667,66.67,77.0,1.0,0.5455,0.6429,0.1667,0.0,2,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.6667,0.6667,1.0,0.7333,73.33,68.63,0.6,0.8182,0.7143,0.1333,0.0,1,0.0,0.0,0.5,1.0,0.5,0.5,0.6667,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.6667,-3.3299999999999983,6.659999999999997,3.3299999999999983,67,B,1,Low
STU0054,0.4667,46.67,48.13,0.6,0.4167,0.375,0.4,0.0,5,0.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,0.0,0.3333,0.5,0.5,0.6667,1.0,0.3333,33.33,82.2,0.2,0.3636,0.3571,0.3,0.0,8,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,1.0,0.4667,46.67,73.8,0.8,0.3636,0.4286,0.3333,0.0,6,0.0,1.0,1.0,0.5,0.5,0.0,0.3333,0.0,1.0,0.3333,0.5,0.5,1.0,0.0,0.0,0.6667,-13.340000000000003,13.340000000000003,0.0,46,C-,0,High
STU0055,0.3333,33.33,60.87,0.4,0.3333,0.25,0.4333,0.0,10,0.0,0.0,0.3333,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333,0.5,0.4,40.0,77.63,0.2,0.6364,0.2857,0.2667,0.0,7,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.5,50.0,81.4,0.2,0.5455,0.5714,0.2667,0.0,7,0.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.3333,0.0,1.0,0.0,0.5,0.0,0.6667,6.670000000000002,10.0,16.67,48,C-,0,High
STU0056,0.9333,93.33,37.0,1.0,1.0,0.75,0.0667,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,0.9,90.0,70.4,1.0,0.8182,0.9286,0.1,0.0,1,0.3333,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333,1.0,0.8333,83.33,74.23,1.0,0.9091,0.7143,0.1333,0.0,1,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,-3.3299999999999983,-6.670000000000002,-10.0,88,A+,1,Low
STU0057,0.7,70.0,44.17,0.9,0.6667,0.5,0.2667,0.0,1,0.0,0.0,0.6667,1.0,0.5,0.5,0.5,1.0,1.0,0.6667,1.0,0.6667,0.5,1.0,0.6667,1.0,0.6,60.0,73.97,0.6,0.6364,0.5714,0.2333,0.0,3,0.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.6667,0.0,0.7,70.0,69.2,0.6,0.7273,0.7143,0.1333,0.0,3,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,1.0,0.3333,1.0,0.5,1.0,0.5,0.0,1.0,-10.0,10.0,0.0,71,B+,1,Low
STU0058,0.7,70.0,44.1,0.9,0.75,0.375,0.2667,0.0,3,0.0,1.0,0.6667,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.3333,0.0,1.0,0.6667,1.0,0.5667,56.67,72.73,0.6,0.5455,0.5714,0.2667,0.0,4,0.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.0,1.0,0.5,0.8,80.0,65.13,1.0,0.7273,0.7857,0.1333,0.0,2,0.0,1.0,0.5,1.0,1.0,1.0,0.6667,1.0,1.0,0.6667,1.0,1.0,0.0,1.0,0.0,1.0,-13.329999999999998,23.33,10.0,56,C+,1,Medium
STU0059,0.6667,66.67,45.73,0.6,0.8333,0.5,0.1,0.0,4,0.0,0.0,0.3333,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.3333,1.0,0.0,0.6667,1.0,0.7,70.0,69.57,0.6,0.7273,0.7143,0.1333,0.0,2,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.6667,1.0,0.6,60.0,71.17,0.8,0.5455,0.5714,0.2333,0.0,2,0.0,1.0,0.5,1.0,0.5,0.5,0.6667,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.0,1.0,3.3299999999999983,-10.0,-6.670000000000002,69,B,1,Low
STU0060,0.7667,76.67,42.93,1.0,0.5833,0.75,0.2,0.0,2,0.0,1.0,0.6667,0.5,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.7333,73.33,73.37,0.8,0.6364,0.7857,0.1667,0.0,1,0.3333,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.6667,0.3333,1.0,0.8333,83.33,67.67,1.0,0.5455,1.0,0.1333,0.0,0,0.5,1.0,0.5,0.5,1.0,1.0,0.6667,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,-3.3400000000000034,10.0,6.659999999999997,77,A-,1,Low
STU0061,0.9333,93.33,40.73,1.0,1.0,0.75,0.0667,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.7667,76.67,73.3,0.6,0.6364,0.9286,0.1333,0.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.6667,1.0,0.8,80.0,70.93,0.8,0.7273,0.8571,0.1,0.0,2,0.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,-16.659999999999997,3.3299999999999983,-13.329999999999998,83,A,1,Low
STU0062,0.7667,76.67,41.63,0.9,0.8333,0.5,0.2,0.0,2,0.0,0.0,0.6667,0.5,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.6667,1.0,1.0,0.6667,1.0,0.7,70.0,64.67,0.6,0.6364,0.7857,0.1667,0.0,3,0.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.3333,0.0,0.8333,83.33,78.23,1.0,0.7273,0.8571,0.1,0.0,0,0.5,1.0,0.5,1.0,1.0,0.5,0.6667,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,-6.670000000000002,13.329999999999998,6.659999999999997,72,B+,1,Low
STU0063,0.6333,63.33,43.27,0.8,0.6667,0.375,0.2667,0.0,2,0.0,1.0,0.6667,0.5,0.0,0.5,0.0,1.0,1.0,0.6667,1.0,0.6667,1.0,0.5,0.6667,1.0,0.3667,36.67,86.97,0.2,0.4545,0.3571,0.4,0.0,7,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.3333,0.0,0.0,0.5333,53.33,74.4,0.4,0.4545,0.6429,0.2333,0.0,4,0.0,1.0,0.0,0.5,1.0,1.0,0.6667,0.5,0.0,0.6667,0.0,0.5,0.0,0.5,1.0,0.6667,-26.659999999999997,16.659999999999997,-10.0,64,B-,1,Medium
STU0064,0.5,50.0,48.13,0.8,0.4167,0.25,0.3667,0.0,5,0.0,0.0,0.6667,0.5,0.5,0.5,0.0,0.0,1.0,0.6667,1.0,0.3333,1.0,0.5,0.0,1.0,0.1667,16.67,85.37,0.2,0.2727,0.0714,0.5667,0.0,12,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6667,0.3333,0.0,0.4667,46.67,73.23,0.6,0.1818,0.6429,0.2667,0.0,5,0.0,1.0,0.0,0.5,0.0,0.5,0.6667,0.0,1.0,0.6667,0.5,0.5,1.0,1.0,0.0,0.0,-33.33,30.0,-3.3299999999999983,42,D+,0,High
STU0065,0.6667,66.67,42.0,1.0,0.5833,0.375,0.2667,0.0,3,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.3333,1.0,0.3333,0.5,1.0,1.0,1.0,0.6,60.0,81.6,0.8,0.4545,0.6429,0.2,0.0,4,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.7667,76.67,77.6,1.0,0.9091,0.5714,0.1667,0.0,0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.6667,0.5,0.5,0.5,0.5,1.0,1.0,-6.670000000000002,16.67,10.0,74,B+,1,Low
STU0066,0.6667,66.67,46.4,0.9,0.5833,0.5,0.2667,0.0,3,0.0,0.0,0.3333,0.0,0.5,1.0,1.0,1.0,1.0,0.6667,1.0,0.6667,0.5,1.0,0.6667,1.0,0.8333,83.33,74.1,1.0,0.7273,0.8571,0.0667,0.0,2,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.6667,1.0,1.0,0.6,60.0,81.33,0.8,0.6364,0.5,0.2333,0.0,4,0.0,1.0,0.0,0.5,1.0,0.0,0.6667,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.6667,16.659999999999997,-23.33,-6.670000000000002,73,B+,1,Low
STU0067,0.7333,73.33,40.73,1.0,0.6667,0.5,0.2667,0.0,2,0.0,1.0,0.3333,0.5,0.5,1.0,1.0,1.0,0.0,0.6667,1.0,0.6667,1.0,1.0,0.6667,1.0,0.4667,46.67,72.83,0.4,0.6364,0.3571,0.3,0.0,6,0.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.6667,0.6667,0.0,0.6667,66.67,79.9,0.8,0.5455,0.7143,0.1667,0.0,4,0.0,1.0,0.0,1.0,0.5,1.0,0.3333,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3333,-26.659999999999997,20.0,-6.659999999999997,67,B,1,Low
STU0068,0.5,50.0,46.0,0.8,0.5,0.125,0.3333,0.0,8,0.0,0.0,0.6667,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3333,0.0,1.0,0.3333,1.0,0.4667,46.67,74.7,0.6,0.4545,0.4286,0.2667,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.6667,0.6667,1.0,0.4333,43.33,73.07,0.6,0.3636,0.4286,0.3,0.0,6,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,-3.3299999999999983,-3.3400000000000034,-6.670000000000002,58,C+,1,Medium
STU0069,0.5667,56.67,54.27,0.8,0.4167,0.5,0.3333,0.0,6,0.0,0.0,0.3333,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.6667,0.0,1.0,0.6667,0.0,0.5,50.0,69.43,0.6,0.6364,0.3571,0.2,0.0,5,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,1.0,0.3333,0.6667,0.5,0.6333,63.33,75.83,0.6,0.3636,0.8571,0.1,0.0,4,0.0,1.0,1.0,0.5,1.0,1.0,0.6667,0.5,0.0,0.6667,0.5,0.0,1.0,1.0,0.0,0.3333,-6.670000000000002,13.329999999999998,6.659999999999997,65,B,1,Low
STU0070,0.6,60.0,50.03,0.7,0.5,0.625,0.2,0.0,4,0.0,0.0,0.3333,1.0,1.0,0.5,0.5,1.0,0.0,0.6667,1.0,0.6667,0.0,1.0,0.6667,0.5,0.6,60.0,76.67,0.4,0.6364,0.6429,0.2667,0.0,3,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.6667,0.0,0.6,60.0,78.83,0.6,0.7273,0.5,0.2333,0.0,3,0.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.6667,0.5,0.5,0.5,0.5,1.0,0.3333,0.0,0.0,0.0,59,C+,1,Medium
STU0071,0.6333,63.33,42.03,0.4,0.8333,0.625,0.2,0.0,3,0.0,1.0,0.6667,1.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.3333,0.5,0.5,0.3333,0.5,0.4667,46.67,71.23,0.6,0.3636,0.5,0.3,0.0,5,0.0,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.6667,1.0,0.8333,83.33,65.6,0.6,0.9091,0.8571,0.0667,0.0,1,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,-16.659999999999997,36.66,20.0,60,B-,1,Medium
