stu_no,q1_accuracy,q1_score_pct,q1_avg_time_sec,q1_easy_accuracy,q1_medium_accuracy,q1_hard_accuracy,q1_slow_wrong_ratio,q1_fast_wrong_ratio,q1_num_topics_below_50pct,q1_weakest_topic_score,q1_topic_Algorithm_Design,q1_topic_Arrays,q1_topic_Code_Tracing,q1_topic_Conditional_Statements,q1_topic_Data_Types,q1_topic_Debugging,q1_topic_Expressions,q1_topic_Flowcharts_and_Algorithms,q1_topic_Functions,q1_topic_Input_and_Output,q1_topic_Loops,q1_topic_Nested_Loops,q1_topic_Operators,q1_topic_Strings,q1_topic_Variables_and_Identifiers,final_mark,final_grade,passed,risk_label
STU0114,1.0,100.0,38.87,1.0,1.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,92,A+,1,Low
STU0115,0.7,70.0,44.1,0.9,0.5833,0.625,0.2333,0.0,3,0.0,0.0,0.6667,1.0,1.0,0.5,0.5,1.0,0.0,0.3333,1.0,0.6667,1.0,1.0,0.6667,1.0,54,C,1,Medium
STU0116,0.7333,73.33,40.17,0.8,0.6667,0.75,0.2,0.0,3,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.3333,0.0,1.0,0.5,1.0,0.6667,1.0,69,B,1,Low
STU0117,0.3667,36.67,62.03,0.6,0.3333,0.125,0.4333,0.0,9,0.0,0.0,0.3333,0.0,0.5,0.0,0.0,1.0,0.0,0.3333,1.0,0.0,0.0,0.5,1.0,1.0,40,D+,0,High
STU0118,0.6667,66.67,43.8,1.0,0.6667,0.25,0.3,0.0,3,0.0,0.0,0.6667,1.0,1.0,1.0,0.0,1.0,1.0,0.3333,1.0,0.6667,0.5,1.0,0.6667,0.5,67,B,1,Low
STU0119,0.5667,56.67,45.97,1.0,0.5833,0.0,0.4333,0.0,4,0.0,0.0,0.3333,0.5,1.0,0.5,0.5,1.0,1.0,0.3333,1.0,0.6667,0.0,0.5,0.6667,1.0,56,C+,1,Medium
STU0120,0.5333,53.33,46.63,0.7,0.5,0.375,0.3333,0.0333,4,0.0,0.0,0.6667,0.0,0.5,0.5,0.5,1.0,1.0,0.6667,1.0,0.0,1.0,1.0,0.0,1.0,51,C,1,Medium
STU0121,0.4,40.0,48.27,0.5,0.5,0.125,0.4,0.0,7,0.0,0.0,0.3333,0.5,0.5,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,44,D+,0,High
STU0122,0.7,70.0,43.7,0.8,0.6667,0.625,0.2,0.0,3,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.6667,0.0,1.0,1.0,1.0,0.6667,0.5,63,B-,1,Medium
STU0123,0.9,90.0,40.17,1.0,0.9167,0.75,0.1,0.0,0,0.5,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,0.5,1.0,1.0,1.0,81,A,1,Low
STU0124,0.3333,33.33,58.57,0.4,0.4167,0.125,0.4,0.0,8,0.0,1.0,0.3333,0.0,0.5,0.0,0.0,1.0,0.0,0.3333,1.0,0.0,0.5,0.5,0.3333,0.5,42,D+,0,High
STU0125,0.9,90.0,39.5,1.0,0.9167,0.75,0.1,0.0,0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.6667,1.0,1.0,1.0,1.0,79,A-,1,Low
STU0126,0.9333,93.33,33.8,0.9,1.0,0.875,0.0333,0.0,0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,89,A+,1,Low
STU0127,0.5667,56.67,44.07,0.8,0.5,0.375,0.3,0.0,6,0.0,0.0,0.6667,0.5,1.0,1.0,0.5,0.0,0.0,0.3333,0.0,0.6667,0.0,1.0,0.6667,1.0,47,C-,0,High
STU0128,0.5333,53.33,46.07,0.7,0.4167,0.5,0.3333,0.0,5,0.0,0.0,0.3333,1.0,0.0,0.5,0.5,1.0,0.0,0.6667,1.0,0.3333,0.5,1.0,0.6667,0.5,54,C,1,Medium
STU0129,0.8,80.0,40.17,1.0,0.9167,0.375,0.2,0.0,2,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6667,1.0,69,B,1,Low
STU0130,0.8667,86.67,38.77,1.0,0.9167,0.625,0.1333,0.0,0,0.5,1.0,0.6667,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,0.5,1.0,1.0,1.0,77,A-,1,Low
STU0131,0.9,90.0,40.27,0.9,1.0,0.75,0.0667,0.0,0,0.5,1.0,0.6667,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72,B+,1,Low
STU0132,0.7667,76.67,37.87,0.8,0.6667,0.875,0.1667,0.0,3,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.6667,0.0,0.6667,1.0,1.0,0.6667,1.0,74,B+,1,Low
STU0133,0.6,60.0,46.3,0.6,0.6667,0.5,0.2,0.0,5,0.0,0.0,0.3333,0.0,1.0,1.0,1.0,1.0,1.0,0.3333,1.0,0.6667,0.5,0.5,0.3333,1.0,49,C-,0,High
STU0134,0.6333,63.33,36.83,0.9,0.5833,0.375,0.3333,0.0,2,0.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.6667,1.0,0.6667,0.0,1.0,1.0,0.5,67,B,1,Low
STU0135,0.8333,83.33,41.03,1.0,1.0,0.375,0.1667,0.0,1,0.0,0.0,0.6667,1.0,1.0,1.0,0.5,1.0,1.0,0.6667,1.0,0.6667,1.0,1.0,1.0,1.0,75,A-,1,Low
STU0136,0.1,10.0,69.67,0.2,0.0833,0.0,0.4333,0.0,12,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,E,0,High
STU0137,0.7667,76.67,43.0,1.0,0.75,0.5,0.2333,0.0,2,0.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.6667,0.5,67,B,1,Low
STU0138,0.8,80.0,40.17,1.0,0.8333,0.5,0.2,0.0,2,0.0,0.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,0.5,1.0,0.3333,1.0,79,A-,1,Low
STU0139,0.5333,53.33,43.4,0.7,0.4167,0.5,0.2667,0.0,3,0.0,1.0,0.6667,0.5,0.0,0.5,0.5,1.0,0.0,0.3333,1.0,0.6667,0.5,0.5,0.6667,0.5,48,C-,0,High
STU0140,0.7667,76.67,43.53,1.0,0.6667,0.625,0.1333,0.0,2,0.0,1.0,0.6667,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.3333,0.5,1.0,0.6667,1.0,71,B+,1,Low
STU0141,0.5333,53.33,50.07,0.5,0.5833,0.5,0.2667,0.0,6,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.3333,1.0,1.0,0.0,0.5,0.3333,0.0,57,C+,1,Medium
STU0142,0.6667,66.67,48.63,0.9,0.6667,0.375,0.2667,0.0,4,0.0,1.0,0.6667,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.3333,0.0,1.0,0.6667,0.0,61,B-,1,Medium
STU0143,0.8333,83.33,43.67,0.9,0.9167,0.625,0.1333,0.0,2,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,57,C+,1,Medium
STU0144,0.7667,76.67,43.6,0.9,0.9167,0.375,0.2,0.0,1,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.6667,1.0,1.0,0.5,1.0,0.6667,0.5,80,A,1,Low
STU0145,0.7667,76.67,40.8,1.0,0.8333,0.375,0.2,0.0,1,0.0,0.0,0.6667,0.5,1.0,1.0,0.5,1.0,1.0,0.6667,1.0,0.6667,1.0,1.0,1.0,0.5,77,A-,1,Low
STU0146,0.7,70.0,41.93,0.9,0.5833,0.625,0.2333,0.0,2,0.0,1.0,0.6667,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.3333,0.5,0.5,1.0,0.5,73,B+,1,Low
STU0147,0.8667,86.67,38.67,1.0,0.9167,0.625,0.1,0.0,1,0.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,80,A,1,Low
STU0148,0.7667,76.67,44.1,0.9,0.8333,0.5,0.2,0.0,2,0.0,0.0,0.6667,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333,0.5,73,B+,1,Low
STU0149,0.7333,73.33,43.0,0.8,0.75,0.625,0.1667,0.0,3,0.0,1.0,0.6667,1.0,0.0,1.0,1.0,1.0,1.0,0.6667,0.0,0.6667,0.0,1.0,1.0,1.0,81,A,1,Low
STU0150,0.8,80.0,42.87,1.0,0.9167,0.375,0.2,0.0,2,0.0,0.0,0.6667,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6667,0.5,1.0,0.6667,1.0,87,A+,1,Low
STU0151,0.8667,86.67,40.0,1.0,0.8333,0.75,0.1333,0.0,0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6667,1.0,1.0,0.5,1.0,0.6667,1.0,87,A+,1,Low
STU0152,0.6667,66.67,43.27,1.0,0.6667,0.25,0.2667,0.0,3,0.0,1.0,0.6667,0.5,1.0,0.5,1.0,1.0,1.0,0.3333,1.0,0.3333,0.0,1.0,0.6667,1.0,57,C+,1,Medium
STU0153,0.4,40.0,54.6,0.5,0.4167,0.25,0.4,0.0,6,0.0,0.0,0.3333,0.5,0.5,0.5,0.0,1.0,1.0,0.6667,1.0,0.3333,0.0,0.5,0.0,0.5,39,D,0,High
STU0154,0.6,60.0,44.67,0.6,0.8333,0.25,0.2333,0.0,3,0.3333,1.0,0.6667,0.5,0.5,0.5,0.5,1.0,1.0,0.3333,1.0,0.3333,0.5,1.0,0.3333,1.0,70,B+,1,Low
STU0155,0.7667,76.67,46.6,1.0,0.6667,0.625,0.2,0.0,2,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.3333,1.0,0.6667,1.0,0.5,0.6667,1.0,77,A-,1,Low
STU0156,0.5333,53.33,39.63,0.9,0.4167,0.25,0.3,0.0,4,0.0,0.0,1.0,0.0,0.5,1.0,0.5,1.0,0.0,0.6667,1.0,0.6667,0.5,0.5,0.0,0.5,48,C-,0,High
STU0157,0.7667,76.67,47.23,0.9,0.75,0.625,0.1667,0.0,2,0.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,0.5,1.0,0.3333,1.0,84,A,1,Low
STU0158,0.3667,36.67,52.77,0.6,0.4167,0.0,0.4667,0.0,8,0.0,0.0,0.3333,0.5,0.5,0.5,0.0,1.0,0.0,0.3333,1.0,0.6667,0.0,1.0,0.0,0.0,45,C-,0,High
STU0159,0.8333,83.33,34.37,0.8,0.8333,0.875,0.1,0.0333,0,0.5,1.0,0.6667,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,1.0,0.5,1.0,0.5,70,B+,1,Low
STU0160,0.7,70.0,46.37,0.7,0.75,0.625,0.2,0.0,3,0.0,1.0,0.6667,0.0,1.0,1.0,1.0,1.0,1.0,0.3333,0.0,0.6667,0.5,1.0,0.6667,1.0,66,B,1,Low
STU0161,0.6667,66.67,42.23,0.8,0.6667,0.5,0.2333,0.0,3,0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6667,0.5,47,C-,0,High
STU0162,0.3333,33.33,50.47,0.8,0.1667,0.0,0.5333,0.0,9,0.0,0.0,0.3333,0.0,0.5,0.5,0.0,0.0,1.0,0.6667,0.0,0.3333,0.0,0.5,0.3333,0.5,44,D+,0,High
STU0163,0.5,50.0,43.33,0.6,0.5,0.375,0.3,0.0,5,0.0,0.0,0.3333,0.5,0.5,0.0,0.5,1.0,1.0,0.6667,0.0,0.6667,1.0,0.5,0.3333,0.5,73,B+,1,Low
STU0164,0.2667,26.67,66.23,0.5,0.0833,0.25,0.5333,0.0,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333,0.0,0.3333,0.5,0.5,0.3333,0.5,32,E,0,High
STU0165,0.9,90.0,38.83,1.0,1.0,0.625,0.1,0.0,1,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,87,A+,1,Low
STU0166,0.4667,46.67,50.87,0.9,0.3333,0.125,0.4333,0.0,5,0.0,0.0,0.3333,0.5,0.5,0.5,0.5,1.0,0.0,0.6667,1.0,0.3333,0.0,0.5,0.6667,0.5,51,C,1,Medium
STU0167,0.9667,96.67,36.97,1.0,1.0,0.875,0.0333,0.0,0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,95,A+,1,Low
STU0168,0.4667,46.67,57.1,0.6,0.5,0.25,0.3667,0.0,7,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.3333,0.0,1.0,0.5,1.0,0.3333,0.5,55,C+,1,Medium
STU0169,0.8667,86.67,40.03,1.0,0.8333,0.75,0.1,0.0,0,0.5,1.0,0.6667,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,0.5,1.0,1.0,1.0,76,A-,1,Low
STU0170,0.4,40.0,50.13,0.4,0.5,0.25,0.3333,0.0,8,0.0,1.0,0.3333,0.0,0.5,1.0,1.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.5,0.3333,0.5,43,D+,0,High
STU0171,0.6,60.0,46.53,0.7,0.6667,0.375,0.2,0.0,3,0.0,0.0,0.3333,0.5,1.0,0.5,0.5,1.0,1.0,0.3333,1.0,0.6667,1.0,0.5,0.6667,0.5,63,B-,1,Medium
STU0172,0.4,40.0,56.87,0.3,0.6667,0.125,0.3,0.0,8,0.0,0.0,0.3333,0.5,0.5,0.0,1.0,0.0,0.0,0.3333,1.0,0.0,0.5,0.0,0.6667,1.0,44,D+,0,High
STU0173,0.6667,66.67,42.37,1.0,0.4167,0.625,0.2333,0.0,1,0.0,1.0,0.6667,0.0,1.0,0.5,0.5,1.0,1.0,0.6667,1.0,0.6667,0.5,0.5,0.6667,1.0,59,C+,1,Medium
STU0174,0.8,80.0,43.77,0.9,0.8333,0.625,0.1667,0.0,1,0.0,1.0,0.6667,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6667,0.5,73,B+,1,Low
STU0175,0.9333,93.33,39.6,1.0,1.0,0.75,0.0667,0.0,0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,82,A,1,Low
STU0176,0.7667,76.67,41.1,0.9,0.75,0.625,0.1667,0.0,3,0.0,0.0,0.6667,1.0,1.0,1.0,1.0,1.0,0.0,0.6667,1.0,1.0,1.0,0.5,0.3333,1.0,82,A,1,Low
STU0177,0.1333,13.33,65.47,0.1,0.25,0.0,0.4,0.0,12,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,34,E,0,High
STU0178,0.6,60.0,45.3,0.7,0.5833,0.5,0.3,0.0333,3,0.0,0.0,0.6667,0.5,0.0,0.5,1.0,1.0,0.0,0.6667,1.0,1.0,0.5,0.5,0.6667,0.5,60,B-,1,Medium
STU0179,0.8667,86.67,41.3,1.0,0.9167,0.625,0.1,0.0,1,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.3333,1.0,1.0,0.6667,1.0,73,B+,1,Low
STU0180,0.7667,76.67,42.77,0.8,0.8333,0.625,0.1667,0.0,3,0.0,0.0,0.6667,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,83,A,1,Low
STU0181,0.9333,93.33,36.0,1.0,0.9167,0.875,0.0667,0.0,0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,86,A+,1,Low
STU0182,0.6,60.0,46.0,0.6,0.8333,0.25,0.2667,0.0,4,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.6667,0.0,0.6667,0.5,0.5,0.6667,1.0,50,C,1,Medium
STU0183,0.3667,36.67,58.4,0.6,0.4167,0.0,0.4,0.0,8,0.0,0.0,0.3333,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.6667,0.0,0.5,0.3333,0.5,42,D+,0,High
STU0184,0.9667,96.67,39.8,1.0,0.9167,1.0,0.0333,0.0,0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,80,A,1,Low
STU0185,0.4,40.0,47.67,0.6,0.4167,0.125,0.3,0.0,8,0.0,0.0,0.3333,0.5,0.0,0.0,0.0,1.0,1.0,0.6667,1.0,0.3333,0.0,1.0,0.3333,0.5,51,C,1,Medium
STU0186,0.4333,43.33,61.5,0.7,0.25,0.375,0.4,0.0,7,0.0,0.0,0.6667,0.0,0.5,1.0,0.0,1.0,0.0,0.6667,1.0,0.3333,0.5,0.5,0.3333,0.0,57,C+,1,Medium
STU0187,0.7667,76.67,41.57,0.9,0.9167,0.375,0.2,0.0,2,0.0,0.0,0.6667,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.6667,1.0,0.5,1.0,1.0,62,B-,1,Medium
STU0188,0.5333,53.33,47.53,0.5,0.6667,0.375,0.3,0.0,5,0.0,0.0,0.6667,0.5,1.0,0.5,0.5,0.0,0.0,0.3333,0.0,0.6667,0.5,1.0,0.6667,0.5,45,C-,0,High
STU0189,0.9667,96.67,36.9,1.0,1.0,0.875,0.0333,0.0,0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,83,A,1,Low
STU0190,0.6,60.0,43.6,0.7,0.6667,0.375,0.3,0.0333,4,0.0,1.0,0.6667,1.0,1.0,1.0,0.5,0.0,0.0,0.3333,1.0,0.0,1.0,0.5,0.6667,0.5,65,B,1,Low
STU0191,0.5667,56.67,46.5,0.9,0.4167,0.375,0.3333,0.0,5,0.0,1.0,0.3333,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.6667,0.0,1.0,0.3333,0.5,48,C-,0,High
STU0192,0.8667,86.67,39.7,0.8,1.0,0.75,0.0667,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6667,0.5,81,A,1,Low
STU0193,0.6,60.0,47.87,0.6,0.75,0.375,0.2333,0.0,6,0.0,0.0,0.3333,0.5,1.0,1.0,0.0,1.0,1.0,0.3333,0.0,0.3333,1.0,1.0,0.6667,1.0,63,B-,1,Medium
STU0194,0.4,40.0,47.03,0.9,0.25,0.0,0.4333,0.0,8,0.0,0.0,0.3333,0.0,0.5,0.5,0.5,0.0,1.0,0.3333,1.0,0.3333,0.0,1.0,0.3333,0.5,43,D+,0,High
STU0195,0.3333,33.33,58.57,0.5,0.4167,0.0,0.3333,0.0,10,0.0,0.0,0.3333,0.0,0.5,0.0,0.0,0.0,1.0,0.3333,0.0,0.3333,0.5,1.0,0.3333,0.5,43,D+,0,High
STU0196,0.7333,73.33,43.03,0.8,0.75,0.625,0.2,0.0,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6667,1.0,1.0,0.0,0.5,0.6667,0.5,76,A-,1,Low
STU0197,0.4667,46.67,53.5,0.5,0.6667,0.125,0.3333,0.0,5,0.0,0.0,0.6667,0.5,1.0,0.5,1.0,1.0,0.0,0.3333,1.0,0.0,0.5,0.5,0.0,0.5,50,C,1,Medium
STU0198,0.7333,73.33,42.5,0.9,0.6667,0.625,0.1667,0.0,1,0.0,1.0,0.6667,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6667,0.5,1.0,1.0,0.5,74,B+,1,Low
STU0199,0.1,10.0,75.03,0.3,0.0,0.0,0.4333,0.0,13,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,28,E,0,High
STU0200,0.4667,46.67,46.37,0.5,0.5,0.375,0.3,0.0,8,0.0,0.0,0.6667,1.0,0.0,0.0,0.0,1.0,0.0,0.3333,1.0,0.3333,1.0,1.0,0.3333,0.5,42,D+,0,High
STU0201,0.7,70.0,45.07,0.8,0.8333,0.375,0.2,0.0,4,0.0,0.0,0.3333,1.0,1.0,0.5,1.0,0.0,1.0,0.6667,1.0,1.0,0.0,1.0,0.6667,1.0,67,B,1,Low
STU0202,0.4667,46.67,51.67,0.9,0.25,0.25,0.3333,0.0,6,0.0,0.0,0.3333,0.0,1.0,0.5,0.5,1.0,0.0,0.3333,1.0,0.6667,0.5,0.5,0.6667,0.0,55,C+,1,Medium
STU0203,0.8,80.0,41.6,0.9,0.8333,0.625,0.1667,0.0,0,0.5,1.0,0.6667,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6667,1.0,80,A,1,Low
STU0204,0.4667,46.67,57.43,0.8,0.4167,0.125,0.3667,0.0,7,0.0,0.0,0.3333,0.5,0.0,0.5,0.0,1.0,1.0,0.3333,0.0,0.3333,0.5,1.0,0.6667,1.0,44,D+,0,High
STU0205,0.7333,73.33,43.63,1.0,0.6667,0.5,0.2,0.0,2,0.0,1.0,0.6667,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.3333,0.5,1.0,1.0,1.0,84,A,1,Low
STU0206,0.4333,43.33,48.73,0.4,0.5833,0.25,0.3,0.0,7,0.0,1.0,0.3333,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.3333,0.0,1.0,0.6667,0.5,37,D,0,High
STU0207,0.5667,56.67,44.6,0.8,0.5,0.375,0.3333,0.0,2,0.3333,1.0,0.3333,0.5,0.5,0.5,0.5,1.0,1.0,0.6667,1.0,0.3333,0.5,0.5,0.6667,0.5,65,B,1,Low
STU0208,0.6,60.0,44.77,0.9,0.5,0.375,0.3333,0.0,4,0.0,1.0,0.6667,0.0,0.5,1.0,0.5,1.0,1.0,0.3333,1.0,0.3333,0.5,1.0,0.3333,1.0,70,B+,1,Low
STU0209,0.7667,76.67,42.2,0.9,0.8333,0.5,0.1667,0.0,1,0.0,0.0,0.6667,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,0.5,1.0,1.0,1.0,81,A,1,Low
STU0210,0.9,90.0,43.7,0.9,1.0,0.75,0.0667,0.0,0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6667,1.0,0.6667,1.0,1.0,1.0,1.0,82,A,1,Low
STU0211,0.9333,93.33,41.37,1.0,1.0,0.75,0.0667,0.0,0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.6667,1.0,1.0,1.0,1.0,75,A-,1,Low
STU0212,0.5,50.0,43.7,0.7,0.3333,0.5,0.3333,0.0,5,0.0,1.0,0.6667,0.5,0.0,0.5,0.5,1.0,0.0,0.3333,1.0,0.6667,0.0,1.0,0.3333,0.5,56,C+,1,Medium
STU0213,0.8,80.0,44.17,0.9,0.9167,0.5,0.1333,0.0,1,0.0,1.0,0.6667,0.5,1.0,1.0,0.5,1.0,0.0,0.6667,1.0,0.6667,1.0,1.0,1.0,1.0,84,A,1,Low
STU0214,0.7333,73.33,42.77,0.9,0.6667,0.625,0.2,0.0,2,0.0,1.0,0.6667,1.0,1.0,1.0,0.5,1.0,1.0,0.6667,0.0,0.6667,0.5,1.0,0.3333,1.0,61,B-,1,Medium
STU0215,0.8333,83.33,40.5,1.0,0.75,0.75,0.1,0.0,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.6667,1.0,0.6667,1.0,1.0,0.6667,1.0,86,A+,1,Low
STU0216,0.9333,93.33,41.47,0.9,1.0,0.875,0.0667,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,80,A,1,Low
STU0217,0.7333,73.33,40.8,0.9,0.6667,0.625,0.2333,0.0,3,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.3333,0.0,1.0,0.6667,1.0,68,B,1,Low
STU0218,0.3333,33.33,56.67,0.4,0.3333,0.25,0.4333,0.0,10,0.0,0.0,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.3333,1.0,0.3333,0.0,0.5,0.0,1.0,38,D,0,High
STU0219,0.7667,76.67,37.47,0.9,0.6667,0.75,0.1667,0.0,2,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.6667,0.5,1.0,1.0,0.5,76,A-,1,Low
STU0220,0.7,70.0,40.3,0.8,0.8333,0.375,0.2333,0.0,4,0.0,0.0,0.3333,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333,1.0,61,B-,1,Medium
STU0221,0.5667,56.67,47.6,0.7,0.5833,0.375,0.3,0.0,5,0.0,1.0,0.3333,1.0,0.5,0.5,0.0,0.0,0.0,0.6667,1.0,0.0,0.5,1.0,1.0,1.0,74,B+,1,Low
STU0222,0.8667,86.67,45.27,1.0,0.9167,0.625,0.1333,0.0,1,0.3333,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.5,1.0,1.0,1.0,63,B-,1,Medium
STU0223,0.8,80.0,44.33,1.0,0.75,0.625,0.1667,0.0,0,0.5,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.6667,0.5,1.0,0.6667,0.5,74,B+,1,Low
STU0224,0.4667,46.67,47.17,0.6,0.5,0.25,0.2667,0.0,7,0.0,0.0,0.6667,1.0,1.0,0.5,0.0,0.0,1.0,0.3333,0.0,0.6667,0.5,0.5,0.3333,0.0,43,D+,0,High
STU0225,0.6333,63.33,39.9,1.0,0.5,0.375,0.3333,0.0,4,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.3333,1.0,0.3333,0.0,0.5,0.6667,1.0,44,D+,0,High
STU0226,0.9333,93.33,40.6,0.9,1.0,0.875,0.0333,0.0,0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,82,A,1,Low
STU0227,0.8667,86.67,41.03,0.8,0.8333,1.0,0.0333,0.0,0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.5,1.0,0.5,80,A,1,Low
STU0228,0.8333,83.33,39.1,1.0,0.8333,0.625,0.1667,0.0,0,0.5,1.0,0.6667,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,0.5,1.0,1.0,1.0,66,B,1,Low
STU0229,0.8667,86.67,40.0,1.0,0.8333,0.75,0.1333,0.0,1,0.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6667,0.5,1.0,1.0,1.0,84,A,1,Low
